TransactionAmount,CustomerAge,TransactionDuration,LoginAttempts,AccountBalance,TransactionDate,TransactionType,Location,Channel,CustomerOccupation,PreviousTransactionDate,CustomerAgeBin,Target
133.56,25.0,177.0,1.0,783.8299999999999,2023-01-24 18:43:06,Debit,,Online,Student,2024-11-04 08:06:58,Young,2
868.05,49.0,119.0,1.0,3931.03,2023-01-12 16:35:36,Credit,San Diego,Online,Engineer,2024-11-04 08:09:57,Adult,2
52.87,24.0,70.0,1.0,960.96,2023-03-31 17:25:22,Debit,Indianapolis,Branch,Student,2024-11-04 08:11:49,Young,2
179.0,78.0,121.0,1.0,7310.88,2023-09-06 16:01:35,Debit,Houston,ATM,Retired,2024-11-04 08:10:18,Senior,1
384.11,58.0,12.0,1.0,7902.5199999999995,2023-05-15 16:35:43,Debit,Fort Worth,ATM,Retired,2024-11-04 08:06:36,Senior,1
227.61,71.0,61.00000000000001,1.0,4405.28,2023-08-07 16:16:26,Debit,Houston,Online,Retired,2024-11-04 08:07:41,Senior,1
40.83,48.0,24.0,1.0,3944.12,2023-08-16 16:40:51,Debit,Indianapolis,ATM,Engineer,2024-11-04 08:12:04,Adult,1
19.76,20.0,240.0,1.0,1523.04,2023-03-31 17:50:09,Debit,Nashville,ATM,Student,,Young,2
484.24,67.0,77.0,1.0,8042.299999999999,2023-05-29 16:40:15,Debit,Raleigh,Branch,Doctor,2024-11-04 08:06:44,Senior,1
301.47,21.0,291.0,1.0,560.73,2023-01-26 16:13:15,Debit,Colorado Springs,Branch,Student,2024-11-04 08:09:25,Young,2
199.09,70.0,89.0,1.0,1658.52,2023-05-19 16:54:16,Debit,Detroit,Online,Doctor,2024-11-04 08:08:46,Senior,1
38.95,27.0,50.00000000000001,1.0,731.52,2023-10-18 16:44:17,Debit,Los Angeles,Online,Engineer,,Young,3
515.94,29.0,37.0,1.0,1389.89,2023-12-22 16:42:33,Debit,San Francisco,ATM,Engineer,2024-11-04 08:11:10,Young,3
41.93,48.0,136.0,1.0,5081.26,2023-02-13 16:44:18,Debit,Fresno,ATM,Engineer,2024-11-04 08:06:24,Adult,2
95.35,21.0,131.0,1.0,1639.9,2023-07-26 16:27:19,Debit,Chicago,Online,Student,2024-11-04 08:07:22,Young,1
93.14,67.0,151.0,1.0,5473.82,2023-01-02 16:47:11,Debit,Memphis,Online,Retired,2024-11-04 08:07:53,Senior,2
79.33,51.0,109.0,1.0,14798.1,2023-12-06 16:10:00,Credit,Las Vegas,Online,Doctor,2024-11-04 08:07:06,Senior,3
233.71,19.0,297.0,1.0,1231.98,2023-03-13 17:30:20,Debit,Jacksonville,Online,Student,2024-11-04 08:12:09,Young,2
14.92,26.0,120.0,1.0,6611.26,2023-05-22 16:51:28,Debit,Las Vegas,Branch,Engineer,2024-11-04 08:07:33,Young,1
242.17,60.0,147.0,1.0,883.7199999999999,2023-06-08 16:28:29,Debit,Jacksonville,ATM,Doctor,2024-11-04 08:10:41,Senior,1
122.98,79.0,228.0,1.0,5055.99,2023-07-24 16:15:58,Debit,Jacksonville,Online,Retired,2024-11-04 08:09:50,Senior,1
129.35,52.0,130.0,1.0,7166.88,2023-08-28 16:31:48,Debit,Las Vegas,ATM,Engineer,2024-11-04 08:09:41,Senior,1
138.33,21.0,69.00000000000001,1.0,232.56,2023-07-07 17:58:29,Debit,Dallas,Online,Student,2024-11-04 08:09:17,Young,1
39.31,25.0,178.0,1.0,1236.38,2023-10-30 17:24:55,Debit,Portland,Online,Student,2024-11-04 08:06:47,Young,3
91.85,21.0,148.0,1.0,802.09,2023-10-16 16:50:31,Debit,Seattle,Online,Student,2024-11-04 08:12:14,Young,3
277.7,58.0,107.0,1.0,1423.2,2023-06-22 16:38:46,Debit,Nashville,Branch,Engineer,2024-11-04 08:11:43,Senior,1
114.03,51.0,172.0,1.0,13388.56,2023-11-24 16:30:21,Debit,Portland,ATM,Doctor,2024-11-04 08:11:42,Senior,3
302.63,27.0,10.0,1.0,2801.28,2023-02-28 17:24:26,Credit,San Jose,Branch,Engineer,2024-11-04 08:07:17,Young,2
31.19,52.0,74.0,1.0,5545.96,2023-04-25 16:23:59,Debit,Charlotte,ATM,Engineer,2024-11-04 08:09:33,Senior,2
112.91,27.0,135.0,1.0,4764.48,2023-11-15 18:04:22,Credit,Tucson,Online,Engineer,2024-11-04 08:09:36,Young,3
742.26,27.0,36.0,1.0,7868.189999999999,2023-06-20 17:04:02,Debit,San Diego,Online,Engineer,2024-11-04 08:10:01,Young,1
256.8,26.0,80.0,1.0,1128.38,2023-02-24 16:49:51,Debit,Charlotte,ATM,Student,2024-11-04 08:09:22,Young,2
378.68,60.0,239.0,1.0,7627.04,2023-01-06 17:23:59,Debit,Fort Worth,ATM,Doctor,2024-11-04 08:07:11,Senior,2
571.93,52.0,119.0,1.0,4026.0300000000007,2023-09-20 17:44:37,Debit,Washington,Online,Retired,2024-11-04 08:06:42,Senior,3
26.31,77.0,163.0,1.0,7095.76,2023-08-11 16:38:16,Credit,Austin,Online,Retired,2024-11-04 08:06:54,Senior,1
533.61,48.0,115.0,1.0,3656.93,2023-12-20 16:17:11,Debit,Mesa,Online,Engineer,2024-11-04 08:11:43,Adult,3
428.62,55.0,72.0,1.0,3473.24,2023-06-05 16:02:04,Debit,Raleigh,Branch,Retired,2024-11-04 08:10:24,Senior,1
361.22,64.0,167.0,1.0,7061.73,2023-04-17 17:58:55,Debit,Raleigh,ATM,Retired,2024-11-04 08:10:24,Senior,2
837.29,25.0,215.99999999999997,1.0,6012.67,2023-11-27 16:14:25,Debit,Phoenix,Branch,Student,2024-11-04 08:07:12,Young,3
117.25,31.0,73.0,1.0,13694.68,2023-04-03 16:35:30,Credit,Atlanta,Online,Doctor,2024-11-04 08:08:29,Adult,2
135.27,48.0,131.0,1.0,9410.51,2023-08-10 16:16:41,Debit,Atlanta,ATM,Doctor,2024-11-04 08:09:32,Adult,1
185.1,53.0,22.999999999999996,1.0,6115.63,2023-08-08 16:21:01,Debit,Albuquerque,Branch,Retired,2024-11-04 08:10:41,Senior,1
113.54,38.0,273.0,1.0,5581.21,2023-09-22 16:42:46,Debit,Columbus,Online,Engineer,2024-11-04 08:08:45,Adult,3
354.96,69.0,96.0,1.0,6712.94,2023-11-29 16:27:38,Debit,Fort Worth,Online,Doctor,2024-11-04 08:08:19,Senior,3
224.22,53.0,37.0,1.0,8400.87,2023-01-23 18:45:00,Debit,Fresno,Branch,Doctor,2024-11-04 08:12:18,Senior,2
737.1,60.0,91.99999999999999,1.0,4644.19,2023-07-19 16:11:01,Debit,Washington,ATM,Retired,2024-11-04 08:11:08,Senior,1
223.22,27.0,96.0,1.0,1734.22,2023-07-17 16:20:27,Debit,Fort Worth,ATM,Student,2024-11-04 08:08:15,Young,1
557.26,69.0,53.00000000000001,1.0,5237.12,2023-10-04 17:06:57,Debit,San Jose,ATM,Doctor,2024-11-04 08:09:49,Senior,3
27.44,62.0,164.0,1.0,5950.48,2023-11-06 17:23:43,Debit,Boston,ATM,Retired,2024-11-04 08:08:43,Senior,3
310.09,36.0,166.0,1.0,9962.5,2023-11-24 16:49:29,Debit,Detroit,Branch,Doctor,2024-11-04 08:10:52,Adult,3
80.38,52.0,116.00000000000001,1.0,9662.88,2023-03-06 16:25:52,Debit,Kansas City,Online,Doctor,2024-11-04 08:09:54,Senior,2
26.1,66.0,115.0,1.0,5243.0,2023-12-01 17:45:05,Credit,Detroit,Branch,Doctor,2024-11-04 08:10:24,Senior,3
845.14,73.0,183.0,1.0,1702.65,2023-01-09 16:21:35,Credit,Oklahoma City,Branch,Retired,2024-11-04 08:11:10,Senior,2
59.73,27.0,56.0,1.0,800.93,2023-05-22 16:38:39,Debit,Fresno,ATM,Student,2024-11-04 08:10:10,Young,1
758.77,60.0,114.0,1.0,7231.47,2023-06-23 16:12:15,Debit,San Antonio,ATM,Engineer,2024-11-04 08:08:24,Senior,1
301.51,22.0,284.0,1.0,1052.31,2023-02-24 16:33:33,Debit,Charlotte,ATM,Student,2024-11-04 08:11:09,Young,2
418.03,58.0,161.0,1.0,10721.29,2023-09-04 17:46:40,Debit,Austin,,Doctor,2024-11-04 08:08:43,Senior,1
118.06,32.0,30.999999999999996,1.0,13560.63,2023-05-24 17:07:57,Credit,Las Vegas,Branch,Doctor,2024-11-04 08:07:10,Adult,1
483.92,70.0,115.0,1.0,3138.0,2023-10-16 18:57:30,Debit,New York,ATM,Retired,2024-11-04 08:06:59,Senior,3
78.93,38.0,145.0,1.0,9916.24,2023-02-17 16:41:31,Debit,Mesa,ATM,Doctor,2024-11-04 08:12:17,Adult,2
36.63,75.0,261.0,1.0,7941.73,2023-05-04 17:02:55,Debit,Miami,ATM,Retired,2024-11-04 08:07:35,Senior,2
87.85,49.0,63.0,1.0,3753.2400000000002,2023-12-13 17:25:54,Debit,Colorado Springs,Branch,Engineer,2024-11-04 08:07:16,Adult,3
705.34,59.0,123.99999999999999,1.0,5003.22,2023-09-12 18:52:56,Debit,Washington,Online,Doctor,2024-11-04 08:12:18,Senior,3
116.89,71.0,226.0,1.0,4880.31,2023-11-20 16:31:15,Debit,Columbus,Online,Retired,2024-11-04 08:06:37,Senior,3
106.41,57.0,87.0,1.0,1310.38,2023-01-16 16:37:34,Debit,Los Angeles,Branch,Retired,2024-11-04 08:07:01,Senior,2
584.41,23.0,41.0,1.0,4475.22,2023-01-02 16:51:47,Debit,Las Vegas,ATM,Student,2024-11-04 08:11:29,Young,2
584.98,55.0,121.0,1.0,6521.05,2023-06-12 16:25:22,Credit,Chicago,Branch,Retired,2024-11-04 08:07:59,Senior,1
79.21,56.0,140.0,1.0,1615.04,2023-11-24 17:52:34,Debit,Colorado Springs,Branch,Retired,2024-11-04 08:07:01,Senior,3
173.13,20.0,288.0,1.0,1490.34,2023-10-05 16:46:31,Credit,Atlanta,Online,Student,2024-11-04 08:07:24,Young,3
335.7,80.0,57.0,1.0,6601.44,2023-01-30 17:47:41,Debit,El Paso,ATM,,2024-11-04 08:10:11,Senior,2
422.81,28.0,193.0,1.0,1929.2799999999997,2023-11-20 16:07:20,Debit,Los Angeles,Branch,Student,2024-11-04 08:10:28,Young,3
135.43,57.0,91.99999999999999,1.0,5315.83,2023-10-06 16:14:51,Debit,San Jose,ATM,Retired,2024-11-04 08:08:57,Senior,3
584.88,26.0,121.0,1.0,548.45,,Debit,Philadelphia,ATM,Student,2024-11-04 08:11:03,Young,3
308.94,25.0,167.0,1.0,1931.6599999999999,2023-04-03 16:35:29,Debit,Los Angeles,Online,Student,2024-11-04 08:07:47,Young,2
295.93,36.0,117.0,1.0,1050.63,2023-02-20 17:26:39,Debit,Boston,Branch,Doctor,2024-11-04 08:09:56,Adult,2
77.44,58.0,268.0,1.0,1950.63,2023-06-26 16:28:59,Debit,Washington,Branch,Retired,2024-11-04 08:10:59,Senior,1
92.5,40.0,70.0,1.0,6295.45,2023-09-25 16:22:10,Credit,Seattle,Online,Engineer,2024-11-04 08:08:25,Adult,3
97.74,41.0,137.0,1.0,4113.63,2023-09-04 16:46:29,Credit,Los Angeles,Online,Engineer,2024-11-04 08:07:15,Adult,1
291.68,21.0,90.0,1.0,1451.02,2023-08-07 18:07:57,Debit,Columbus,ATM,Student,2024-11-04 08:11:59,Young,1
56.96,22.0,135.0,1.0,1597.85,2023-06-26 17:38:30,Debit,Albuquerque,ATM,Student,2024-11-04 08:07:18,Young,1
436.8,27.0,91.99999999999999,1.0,1256.33,2023-07-03 16:15:11,Debit,Seattle,Online,Student,2024-11-04 08:10:00,Young,1
259.49,72.0,292.0,1.0,7320.61,2023-06-09 16:31:56,Debit,Austin,Online,Retired,2024-11-04 08:07:31,Senior,1
726.26,57.0,147.0,1.0,2150.38,2023-02-13 17:13:49,Debit,Omaha,Online,Retired,2024-11-04 08:06:49,Senior,2
568.68,72.0,101.0,1.0,2940.04,2023-04-25 18:47:16,Debit,Houston,ATM,Retired,2024-11-04 08:08:39,Senior,2
77.57,49.0,225.0,1.0,12801.93,2023-12-13 17:02:21,Debit,Atlanta,Online,,2024-11-04 08:07:54,Adult,3
14.16,74.0,290.0,1.0,5399.76,2023-01-09 16:49:07,Credit,Oklahoma City,Branch,Retired,2024-11-04 08:10:20,Senior,2
61.330000000000005,27.0,129.0,1.0,7537.400000000001,2023-09-20 18:18:00,Debit,Raleigh,ATM,Engineer,2024-11-04 08:06:27,Young,3
27.64,54.0,22.999999999999996,1.0,7498.509999999999,2023-06-09 17:14:26,Debit,New York,Online,Engineer,2024-11-04 08:08:22,Senior,1
3.85,29.0,32.0,1.0,10506.41,2023-04-17 16:27:27,Debit,San Jose,ATM,Doctor,2024-11-04 08:08:51,Young,2
431.22,73.0,129.0,1.0,6505.98,2023-04-21 16:25:49,Credit,Austin,Branch,Retired,2024-11-04 08:07:30,Senior,2
178.55,55.0,67.0,1.0,7568.400000000001,2023-12-15 16:16:30,Debit,Houston,Branch,Engineer,2024-11-04 08:12:21,Senior,3
248.76,18.0,56.0,1.0,546.46,2023-05-24 16:12:18,Debit,Denver,ATM,Student,2024-11-04 08:06:33,Young,1
76.16,23.0,99.0,1.0,1072.25,2023-11-21 16:45:29,Debit,San Francisco,ATM,Student,2024-11-04 08:12:04,Young,3
347.25,69.0,250.0,1.0,7273.55,2023-01-30 18:49:52,Debit,Indianapolis,ATM,Doctor,2024-11-04 08:08:01,Senior,2
325.98,19.0,277.0,1.0,782.35,2023-07-20 16:58:39,Debit,Washington,ATM,Student,2024-11-04 08:08:23,Young,1
249.56000000000003,76.0,246.0,1.0,4444.95,2023-11-20 16:05:05,Debit,New York,Branch,Retired,2024-11-04 08:11:08,Senior,3
17.43,56.0,33.0,1.0,10658.88,2023-02-23 16:21:38,Debit,Albuquerque,ATM,Doctor,2024-11-04 08:08:36,Senior,2
198.01,26.0,40.0,1.0,250.93000000000004,2023-04-24 17:46:41,Credit,Austin,Branch,Student,2024-11-04 08:10:09,Young,2
585.58,23.0,55.0,1.0,1729.02,2023-09-04 16:13:40,Debit,Raleigh,Branch,Student,2024-11-04 08:09:16,Young,1
434.67,27.0,123.99999999999999,1.0,1298.13,2023-12-05 18:33:02,Credit,Virginia Beach,Online,Student,2024-11-04 08:10:09,Young,3
510.7,27.0,294.0,1.0,5828.48,2023-06-07 16:35:27,Credit,Nashville,Online,Student,2024-11-04 08:07:57,Young,1
331.98,74.0,12.0,1.0,7600.99,2023-08-28 16:40:01,Debit,Denver,ATM,Retired,2024-11-04 08:09:26,Senior,1
199.54,56.0,268.0,1.0,9603.73,2023-10-10 17:24:33,Debit,Portland,Online,Engineer,2024-11-04 08:10:49,Senior,3
212.97,59.0,178.0,1.0,4180.4,2023-11-14 16:56:34,Debit,Atlanta,Online,Engineer,2024-11-04 08:10:42,Senior,3
270.56,23.0,139.0,1.0,1268.44,2023-02-17 16:57:32,Debit,Philadelphia,Online,Student,2024-11-04 08:08:05,Young,2
306.37,26.0,120.0,1.0,9609.67,2023-06-27 18:26:08,Debit,Colorado Springs,ATM,Engineer,2024-11-04 08:07:43,Young,1
643.02,38.0,85.0,1.0,11989.39,2023-10-02 17:47:19,Credit,Detroit,ATM,Doctor,2024-11-04 08:07:01,Adult,3
98.48,47.0,12.0,1.0,9538.92,2023-02-16 17:14:41,Debit,Miami,Branch,Engineer,2024-11-04 08:11:29,Adult,2
889.01,36.0,169.0,1.0,4826.88,2023-08-29 17:55:07,Debit,Virginia Beach,Online,Engineer,2024-11-04 08:11:23,Adult,1
537.86,27.0,134.0,1.0,293.06,2023-09-19 16:44:21,Debit,Kansas City,Online,Student,2024-11-04 08:09:27,Young,3
241.18,25.0,162.0,1.0,1445.53,2023-05-30 18:29:15,Debit,Mesa,ATM,Student,2024-11-04 08:06:56,Young,1
130.54,64.0,94.0,1.0,11204.62,2023-04-05 17:20:36,Debit,Atlanta,ATM,Doctor,2024-11-04 08:09:50,Senior,2
800.29,20.0,84.00000000000001,1.0,693.4,2023-12-04 16:25:27,Credit,San Diego,Branch,Student,2024-11-04 08:11:42,Young,3
8.81,57.0,165.0,1.0,13523.65,2023-05-22 16:57:30,Debit,Dallas,Online,Doctor,2024-11-04 08:09:40,Senior,1
28.52,20.0,163.0,1.0,662.51,2023-06-02 16:54:12,Debit,Detroit,ATM,Student,2024-11-04 08:08:28,Young,1
431.31,23.0,99.0,1.0,342.73,2023-05-01 16:18:16,Credit,Atlanta,Online,Student,2024-11-04 08:09:29,Young,2
885.33,47.0,59.00000000000001,1.0,7764.159999999999,2023-08-22 18:41:50,Credit,Raleigh,ATM,Engineer,2024-11-04 08:10:03,Adult,1
199.23,29.0,53.99999999999999,1.0,9834.0,2023-09-04 16:04:27,Debit,Tucson,ATM,Engineer,2024-11-04 08:07:46,Young,1
42.26,44.0,171.0,1.0,268.77,2023-10-26 16:19:25,Debit,Raleigh,ATM,Doctor,2024-11-04 08:09:35,Adult,3
166.06,30.0,172.0,1.0,5397.68,2023-07-14 16:06:06,Debit,Indianapolis,ATM,Engineer,2024-11-04 08:07:04,Adult,1
357.72,53.0,25.000000000000004,1.0,7659.500000000001,2023-08-07 17:29:48,Debit,Miami,ATM,Retired,2024-11-04 08:11:19,Senior,1
588.37,28.0,284.0,1.0,1926.0799999999997,2023-01-05 17:48:29,Debit,Dallas,Online,Student,2024-11-04 08:07:39,Young,2
72.82,68.0,127.0,1.0,6911.62,2023-11-10 16:50:35,Debit,Houston,Online,Doctor,2024-11-04 08:06:49,Senior,3
162.36,36.0,147.0,1.0,7527.040000000001,2023-11-22 16:10:32,Debit,Tucson,Online,Engineer,2024-11-04 08:09:02,Adult,3
584.82,43.0,109.0,1.0,12071.1,2023-10-17 16:11:26,Credit,Nashville,Online,Doctor,2024-11-04 08:09:47,Adult,3
38.15,72.0,129.0,1.0,1425.47,2023-10-06 16:37:16,Credit,Oklahoma City,Online,Retired,2024-11-04 08:12:23,Senior,3
477.54,23.0,52.00000000000001,1.0,1598.63,2023-08-21 17:20:05,Credit,San Francisco,ATM,Student,2024-11-04 08:06:48,Young,1
639.57,60.0,43.0,1.0,11726.47,2023-12-18 16:25:18,Debit,Philadelphia,Branch,Doctor,2024-11-04 08:12:02,Senior,3
58.23,28.0,34.0,1.0,9189.76,2023-07-26 17:25:23,Debit,Phoenix,Online,Student,2024-11-04 08:09:59,Young,1
776.21,78.0,99.0,1.0,4895.87,2023-02-22 17:15:20,Credit,Raleigh,Online,Retired,2024-11-04 08:06:38,Senior,2
188.61,67.0,26.0,1.0,7167.57,2024-01-01 17:16:23,Debit,Boston,Online,Retired,2024-11-04 08:06:23,Senior,3
675.37,56.0,30.999999999999996,1.0,4704.91,2023-12-29 16:45:06,Credit,Jacksonville,Online,Retired,2024-11-04 08:11:11,Senior,3
94.82,67.0,56.0,1.0,1267.72,2023-03-21 16:36:30,Credit,Columbus,Branch,Retired,2024-11-04 08:12:17,Senior,2
425.18,59.0,135.0,1.0,5790.55,2023-02-20 16:16:39,Credit,Fresno,Online,Engineer,2024-11-04 08:11:26,Senior,2
50.28,60.0,65.0,1.0,5729.1,2023-02-02 16:20:28,Debit,Oklahoma City,Branch,Engineer,2024-11-04 08:06:46,Senior,2
70.68,25.0,105.0,1.0,1478.41,2023-11-22 17:01:08,Debit,El Paso,Online,Student,2024-11-04 08:10:55,Young,3
261.77,28.0,45.99999999999999,1.0,824.7099999999999,2023-01-12 18:07:21,Debit,Chicago,Online,Student,2024-11-04 08:11:48,Young,2
183.22,27.0,63.0,1.0,1024.42,2023-10-05 18:40:15,Debit,Milwaukee,ATM,Student,2024-11-04 08:07:27,Young,3
156.86,51.0,102.0,1.0,14453.35,2023-01-30 16:37:53,Debit,Charlotte,ATM,Doctor,2024-11-04 08:10:27,Senior,2
120.67,42.0,233.0,1.0,5374.54,2023-12-25 18:16:39,Debit,Colorado Springs,ATM,Doctor,2024-11-04 08:12:08,Adult,3
308.62,59.0,101.0,1.0,9148.08,2023-10-06 18:59:06,Credit,Sacramento,Branch,Engineer,2024-11-04 08:06:47,Senior,3
506.81,59.0,41.0,1.0,2757.23,2023-12-20 16:17:24,Debit,Milwaukee,ATM,Engineer,2024-11-04 08:08:00,Senior,3
328.39,41.0,107.99999999999999,1.0,2523.83,2023-11-09 16:47:01,Debit,New York,ATM,Engineer,2024-11-04 08:11:57,Adult,3
796.3,67.0,64.0,1.0,1498.79,2023-03-22 16:03:01,Debit,Austin,Branch,Retired,2024-11-04 08:08:32,Senior,2
72.47,29.0,72.0,1.0,1305.56,2023-10-17 18:02:43,Debit,Boston,Online,Doctor,2024-11-04 08:11:10,Young,3
279.6,25.0,131.0,1.0,1910.9000000000003,2023-05-31 16:28:06,Debit,Fort Worth,ATM,Student,2024-11-04 08:06:53,Young,1
304.2,25.0,102.0,1.0,423.64,2023-06-08 16:06:13,Debit,Indianapolis,Online,Student,2024-11-04 08:10:19,Young,1
351.38,64.0,21.000000000000004,1.0,7606.63,2023-06-26 18:41:55,Debit,New York,Branch,Retired,2024-11-04 08:06:32,Senior,1
86.07,31.0,22.999999999999996,1.0,842.5599999999998,2023-11-20 18:40:45,Debit,Dallas,Branch,Doctor,2024-11-04 08:12:19,Adult,3
604.5,28.0,80.0,1.0,709.4199999999998,2023-08-08 18:39:24,Debit,Portland,ATM,Student,2024-11-04 08:06:32,Young,1
258.7,27.0,123.0,1.0,1358.37,2023-02-22 17:12:15,Debit,Charlotte,ATM,Student,2024-11-04 08:06:36,Young,2
11.46,75.0,64.0,1.0,7258.33,2023-01-31 17:14:32,Credit,Austin,Branch,Retired,2024-11-04 08:08:10,Senior,2
63.75999999999999,69.0,100.00000000000001,1.0,4980.26,2023-06-27 17:44:24,Debit,San Antonio,ATM,Retired,2024-11-04 08:10:22,Senior,1
446.83,55.0,143.0,1.0,1623.5,2023-06-26 18:51:31,Credit,Miami,Branch,Retired,2024-11-04 08:09:33,Senior,1
63.540000000000006,26.0,136.0,1.0,4401.78,2023-05-22 18:23:18,Debit,Dallas,ATM,Engineer,2024-11-04 08:07:31,Young,1
81.11,48.0,110.0,1.0,2051.37,2023-10-16 18:07:26,Debit,Charlotte,Online,Engineer,2024-11-04 08:07:46,Adult,3
170.96,64.0,69.00000000000001,1.0,13374.89,2023-12-28 16:46:46,Debit,Washington,Branch,Doctor,2024-11-04 08:06:53,Senior,3
48.51,22.0,69.00000000000001,1.0,3363.23,2023-01-09 17:22:18,Debit,Austin,Branch,Student,2024-11-04 08:10:53,Young,2
325.03,60.0,106.0,1.0,13521.76,2023-01-11 17:04:19,Debit,Jacksonville,Branch,Doctor,2024-11-04 08:10:08,Senior,2
125.83,57.0,138.0,1.0,6109.86,2023-05-29 17:14:03,Debit,Los Angeles,,Retired,2024-11-04 08:11:30,Senior,1
506.83,37.0,45.0,1.0,9975.79,2023-04-24 17:27:12,Debit,Indianapolis,,Engineer,2024-11-04 08:07:31,Adult,2
738.94,41.0,173.0,1.0,13856.18,2023-10-09 18:54:21,Debit,Philadelphia,Branch,Doctor,2024-11-04 08:08:51,Adult,3
180.36,33.0,55.0,1.0,9905.23,2023-05-30 16:12:10,Credit,Oklahoma City,Online,Engineer,2024-11-04 08:06:40,Adult,1
225.1,28.0,35.0,1.0,1547.71,2023-12-11 17:28:44,Debit,Boston,ATM,Student,,Young,3
359.51,79.0,157.0,1.0,7153.72,2023-11-30 18:08:39,Debit,Charlotte,,Retired,2024-11-04 08:12:11,Senior,3
720.46,54.0,44.0,1.0,3101.54,2023-12-07 16:10:40,Debit,Tucson,Branch,Retired,2024-11-04 08:08:35,Senior,3
291.46,57.0,135.0,1.0,7142.53,2023-02-08 16:29:56,Debit,Miami,ATM,Retired,2024-11-04 08:10:03,Senior,2
98.24,28.0,148.0,1.0,580.66,2023-04-10 17:58:46,Debit,Mesa,Online,Student,2024-11-04 08:08:58,Young,2
100.48,18.0,104.0,1.0,6149.81,2023-02-17 16:53:25,Credit,Milwaukee,Branch,Student,2024-11-04 08:12:12,Young,2
45.9,56.0,264.0,1.0,5698.25,2023-07-04 18:55:57,Debit,Columbus,Branch,Engineer,2024-11-04 08:07:45,Senior,1
258.21,39.0,225.0,1.0,9562.41,2023-11-27 17:19:31,Debit,San Antonio,Online,Doctor,2024-11-04 08:10:11,Adult,3
287.51,22.0,255.0,1.0,187.65,2023-05-22 16:57:31,Debit,El Paso,Online,Student,2024-11-04 08:08:19,Young,1
501.29999999999995,26.0,146.0,1.0,8520.08,2023-05-22 18:27:37,Credit,San Antonio,Online,Engineer,2024-11-04 08:08:07,Young,1
26.1,27.0,32.0,1.0,1435.72,2023-02-17 16:21:21,Debit,Mesa,ATM,Student,2024-11-04 08:07:09,Young,2
436.77,20.0,176.0,1.0,825.69,2023-09-28 16:14:49,Debit,Jacksonville,ATM,Student,2024-11-04 08:09:11,Young,3
292.38,68.0,224.0,1.0,5803.89,2023-05-15 16:49:14,,Baltimore,ATM,Doctor,2024-11-04 08:09:42,Senior,1
25.29,50.0,125.0,1.0,5374.69,2023-07-27 18:34:19,Debit,Miami,Online,,2024-11-04 08:06:44,Senior,1
123.34999999999998,31.0,10.0,1.0,6852.16,2023-08-11 17:00:56,Credit,Baltimore,Online,Doctor,2024-11-04 08:09:58,Adult,1
139.52,23.0,30.999999999999996,1.0,1570.22,2023-09-22 18:02:42,Debit,Portland,Branch,Student,2024-11-04 08:08:00,Young,3
51.2,18.0,83.0,1.0,730.6,2023-03-13 18:45:47,Debit,Tucson,Online,Student,2024-11-04 08:06:44,Young,2
161.38,24.0,101.0,1.0,3900.3399999999997,2023-11-09 16:06:17,Credit,Colorado Springs,Online,Student,2024-11-04 08:10:55,Young,3
2.51,63.0,32.0,1.0,4891.56,2023-04-17 16:04:21,Debit,Baltimore,Online,Retired,2024-11-04 08:11:22,Senior,2
22.62,64.0,102.0,1.0,7682.0,2023-05-10 16:35:02,Debit,Virginia Beach,ATM,Doctor,2024-11-04 08:11:17,Senior,1
126.83000000000001,57.0,39.0,1.0,6100.98,2023-02-20 16:40:25,Debit,Austin,Branch,Retired,2024-11-04 08:10:31,Senior,2
46.6,55.0,68.00000000000001,1.0,1562.9,2023-08-30 17:54:55,Debit,Detroit,Online,Doctor,2024-11-04 08:06:23,Senior,1
243.8,57.0,48.0,1.0,13732.81,2023-01-03 16:42:41,Debit,San Francisco,Branch,Doctor,2024-11-04 08:10:09,Senior,2
231.51,60.0,96.0,1.0,5790.7,2023-08-28 17:22:16,Credit,Oklahoma City,Branch,Retired,2024-11-04 08:12:09,Senior,1
175.05,39.0,34.0,1.0,1447.35,2023-01-02 17:05:16,Debit,,Online,Engineer,2024-11-04 08:08:09,Adult,2
762.74,64.0,244.0,1.0,207.1,2023-05-02 17:24:54,Debit,Los Angeles,ATM,Doctor,2024-11-04 08:06:39,Senior,2
34.03,57.0,37.99999999999999,1.0,3077.2,2023-05-22 17:09:30,Debit,Los Angeles,Branch,Engineer,2024-11-04 08:09:59,Senior,1
15.950000000000001,25.0,52.00000000000001,1.0,1983.0,2023-03-14 17:10:00,Debit,Raleigh,Branch,Student,2024-11-04 08:11:39,Young,2
101.51,46.0,199.0,1.0,3052.47,2023-03-23 16:17:51,Credit,Tucson,Online,Engineer,2024-11-04 08:11:54,Adult,2
309.42,27.0,42.00000000000001,1.0,8564.46,2023-10-18 16:51:31,Debit,Fresno,Branch,Engineer,2024-11-04 08:10:21,Young,3
257.6,59.0,293.0,1.0,7950.74,2023-12-18 16:30:46,Credit,Fort Worth,Online,Retired,2024-11-04 08:09:57,Senior,3
746.78,21.0,64.0,1.0,1699.81,2023-11-27 16:29:16,Credit,,Branch,Student,2024-11-04 08:07:44,Young,3
82.01,23.0,156.0,1.0,287.46,2023-12-25 17:27:57,Credit,Sacramento,Branch,Student,2024-11-04 08:07:14,Young,3
